tweet,Kategori,cleaned_tweets
"Tetangga depan rumah sy meninggal gara² disuntik vaksin. Entah ada kaitannya dgn apa yg dikatakan dokter tsb atau tdk. Padahal dari hasil pemeriksaan terakhir, beliau ga positif. Kasihan!  Corona dan nyawa manusia dijadikan lahan bisnis? Entahlah!",2,tetangga rumah tinggal gara gara suntik vaksin kait dokter hasil periksa beliau positif kasihan corona nyawa manusia jadi lahan bisnis
"Alhamdulillah,, masyarakat akan menerima vaksin Corona secara gratis.  Millenial Dukung Penuh OBL #DukungPemudaBukaUsaha  https://t.co/dRRhJoE4oy",1,alhamdulillah masyarakat terima vaksin corona gratis millenial dukung penuh obl
@Hilmi28 Ora mati corona malah mati salah vaksin.. Hadehhh..,2,mati corona mati salah vaksin hadehhh
"@rmol_id Yg penting vaksin itu bermanfaat bagi org yg disuntik jgn malah celaka spt dinegara lain, dan jgn mudah percaya cina, corona itu sengaja diciptakan utk seleksi manusia, yg tua, yg sakit sakitan mati, itu konsep komunis,jadi vaksin harus aman, berguna, jgn nambah celaka",1,vaksin manfaat orang suntik celaka negara mudah percaya cina corona sengaja cipta seleksi manusia tua sakit sakit mati konsep komunis vaksin aman guna nambah celaka
@detikcom mati karena vaksin corona lebih terhormat...dari pada bunuh diri karena terlilit hutang 🤣👍,1,mati vaksin corona hormat bunuh lilit hutang
@mochamadarip Kalau @aagym terdepan untuk CORONA(comunitasrondomempesona) urusan vaksin biar pakdhe aj..saya juga siap divaksin kok pakdhe...urusan mati atau kagak malaikat izrail sudah punya catatan nya🤣🤣🤣yg pasti gak pernah salah😄,1,depan corona comunitas rondo pesona urus vaksin biar jokowi vaksin jokowi urus mati malaikat izrail catat salah
jadi setelah menerima masukan dari  masyarakat jadi vaksin Corona gratis Millenial Dukung Penuh OBL #DukungPemudaBukaUsaha  https://t.co/1HNCzd2aSG,1,terima masuk masyarakat vaksin corona gratis millenial dukung penuh obl
@jokowi Vaksin datang Corona lenyap..,1,vaksin corona lenyap
Cek Fakta : Vaksin Corona bisa Bikin Positif Covid-19 https://t.co/kUmUNnhEnw,2,cek fakta vaksin corona bikin positif rokok
Vaksin Corona Gratis Bisa Percepat Herd Immunity https://t.co/RgjKHUsx9b,1,vaksin corona gratis cepat herd immunity
Vaksin Corona Gratis Bisa Percepat Herd Immunity https://t.co/UXnuVkH4TS,1,vaksin corona gratis cepat herd immunity
@jansen_jsp Gak usah vaksin... Kita dulu juga pernah beli obat corona kan 😂😂😂,2,vaksin beli obat corona
Bukti kepedulian masyarakat pemerintah naikkan kuota vaksin corona gratis #CaraBaikPulihkanRI  https://t.co/7Ot6p6DZzB,1,bukti peduli masyarakat perintah naik kuota vaksin corona gratis
"Memprioritaskan program vaksinasi tersebut pada tahun anggaran 2021, dan pemerintah akan naikan kuota vaksin corona gratis #CaraBaikPulihkanNKRI  https://t.co/JX0WkSLNpq",1,prioritas program vaksinasi anggar perintah naik kuota vaksin corona gratis
"Saat ini pemerintah akan menaikkan kuota vaksin corona gratis, alhamdulillah #CaraBaikPulihkanNKRI  https://t.co/7TYVmgMVbI",1,perintah naik kuota vaksin corona gratis alhamdulillah
Yeeeeeayyyyy pemerintah menggratiskan Vaksin Corona untuk masyarakat.  #CaraBaikPulihkanNKRI  https://t.co/hpujbmmIex,1,yeeeeeayyyyy perintah gratis vaksin corona masyarakat
"mantep nih, vaksin corona gratis akan dinaikkan kuotanya #CaraBaikPulihkanNKRI  https://t.co/alfRDE9wkB",1,mantap vaksin corona gratis naik kuota
"Presiden Joko Widodo (Jokowi) akhirnya memberi gratis vaksin Corona kepada seluruh masyarakat.  Terimakasih Pak Presiden Semoga membawa semangat baru...,  mengembalikan harapan... Yeeey...💪👍 #RiziqKriminalBukanUlama  https://t.co/tJmKqX0Azu",1,presiden joko widodo jokowi gratis vaksin corona masyarakat terima kasih presiden moga bawa semangat kembali harap yeeey
"Presiden Joko Widodo (Jokowi) akhirnya memberi gratis vaksin Corona kepada seluruh masyarakat.  Terimakasih Pak Presiden Semoga membawa semangat baru...,  mengembalikan harapan... Yeeey...💪👍  https://t.co/lxnmuAB2px",1,presiden joko widodo jokowi gratis vaksin corona masyarakat terima kasih presiden moga bawa semangat kembali harap yeeey
"@PartaiSocmed @cooll04 😂jangan pusing sama vaksin Om,kita punya cacing buat lawan Corona.😂",2,pusing vaksin om cacing lawan corona
"@jokowi Jgn presiden ku, jika kita bukan ahlinya dalam bidang kesehatan, dn kmi tdk mau di beri vaksin obat dokter itu pernah kmi alami sendiri malah menambah penyakit pokoknya jgn paksa kmi presiden ku iih nanti beneran Corona. Tidak mau mengambil resiko.",2,presiden ahli bidang sehat vaksin obat dokter alami tambah sakit pokok paksa presiden iih beneran corona ambil resiko
"@detikcom Kita tenang aja PK Presiden pasti SIAP jadi orang pertama di vaksin,Kita Do'akan aja agar negeri yang Kita cintai ini segera bebas dari virus corona,supaya kita bisa beraktivitas kembali sebagaimana biasanya Amin.....",1,tenang presiden orang vaksin doa negeri cinta bebas virus corona aktivitas amin
Kabar gembira guys #VaksinCorona #vaksingratis telah siap. semoga segera terealisasi kehidupan bisa normal. sudah kangen mudik presiden @jokowi @Cak_Sapreh @mbakavy  https://t.co/FSO49ucxjL,1,kabar gembira teman teman moga realisasi hidup normal kangen mudik presiden
@KANIGORO_HeLL @LisaAmartatara3 @Mr_cosanostra Kata mak vaksin wudlu udah nggk kena corona,2,vaksin wudlu kena corona
"Dia menggambarkan vaksin Moderna sebagai ""Keji"" karena ""Dirancang untuk Mengubah RNA dalam Tubuh Anda sehingga setiap Sel dalam tubuh Anda kemudian diubah untuk dapat Melawan Virus Corona. Bukan Sistem Kekebalan Anda lagi - Sel-sel dalam Tubuh Anda akan Diubah. Ini JAHAT.""",2,gambar vaksin moderna keji rancang ubah rna tubuh sel tubuh ubah lawan virus corona sistem kebal sel sel tubuh ubah jahat
"@Edhie_Baskoro Pak ibas selalu peduli dengan rakyatnya Vaksin ini diharapkan memberikan kekebalan dalam tubuh, agar warga tidak terpapar virus Corona. I love pak ibas",1,ibas peduli rakyat vaksin harap kebal tubuh warga papar virus corona cinta ibas
Disuntik vaksin corona terus jadi titan colossal,2,suntik vaksin corona titan colossal
VAKSIN CORONA !!! SUDAH ADA YANG. HALAL !!! KENAPA MAKSA !!! YANG VAKSIN HARAM !!! JELAS SEKALI KEJAHATANNYA !!!  #SingkirkanSegera  ###,2,vaksin corona halal maksa vaksin haram jahat
Semoga Corona cepat berakhir vaksin yang dibeli bisa bermanfaat,1,moga corona cepat vaksin beli manfaat
"Vaksin Gratis, Masyarakat Happy!  https://t.co/3vZTEvfxvM #everyBEEPDOsomething #PresidenJokowi #vaksincorona #vaksincovid-19 #vaksingratis",1,vaksin gratis masyarakat happy
"🙄  Ingris identifikasi mutasi virus Corona baru, ada kemungkinan vaksin tak mempan    https://t.co/mPjgrhg1dZ",2,ingris identifikasi mutasi virus corona vaksin mempan
@NurhidayatiWafa pemerintah memberikan langkah maksimal. vaksin corona gratis. #SiapDiVaksin,1,perintah langkah maksimal vaksin corona gratis
"Gua takutnya bukan gmn"" sama cuman ntar abis di suntik jdi titan kan gak lucu yak  #VaksinUntukKita #vaksincorona",2,takut cuman abis suntik titan lucu
@MahasiswaUMS Corona akan tetap ada tpi dgn adanya vaksin imun akan lebih kuat &amp; kenal dgn virus tsb. Kya influenza kan masih ada sampai sekarang,1,corona vaksin imun kuat kenal virus kayak influenza
@rmol_id Mengharukan kepala mu pek'a.... BPJS harus bayar lancar baru dapat gratisan vaksin Corona goblok... Untung gue gak pakai BPJS jadi gue gak perlu di suntik vaksin Corona yang belum jelas keampuhan nya karena gue pun gak mau bayar buat suntik vaksin Corona.. 😂🤣,2,haru kepala mu bodoh bpjs bayar lancar gratis vaksin corona bodoh untung pakai bpjs suntik vaksin corona ampuh bayar suntik vaksin corona
vaksin datang.... corona minggat.... eh pergi maksud.nya....  #terimakasih pak pemerintah...,1,vaksin corona pergi eh pergi maksud perintah
Horee.. Pemerintah Gratiskan Vaksin Covid-19 Untuk Masyarakat #COVID19 #Vaksin #VaksinCovid19 #vaksincorona #vaksingratis #vaksincovidgratis #pemerintah #jokowidodo   https://t.co/TCK0mNJUdT,1,horee perintah gratis vaksin rokok masyarakat
"pernah mikir ga kalo misalnya vaksin corona ini ga berhasil atau malah gagal tp udah di suntikin ke manusia trus malah manusianya jadi zombie akibat vaksin yg gagal, dr td pagi weh mikir kaya gini.",2,mikir vaksin corona hasil gagal sunti manusia manusia zombie akibat vaksin gagal pagi weh mikir kaya
Jika sudah waktunya divaksin... kita vaksin yaa... menjaga diri dari wabah corona... 🙂  https://t.co/oSI7T51jgD,1,vaksin vaksin jaga wabah corona
"@detikcom itu pun juga kalo yg disuntik beneran vaksin corona, kalo vaksin tetanus gmn? wkkww 😂",2,suntik beneran vaksin corona vaksin tetanus wkkww
Awalnya sangat bagus sekali vaksin di gratiskan utk warga indonesia. Tpi menjadi beda saat tiongkok membeli Pfizer.  😮  #vaksincorona,2,bagus vaksin gratis warga indonesia beda tiongkok beli pfizer
Vaksin Corona Gratis Bisa Percepat Herd Immunity  https://t.co/RgjKHUsx9b,1,vaksin corona gratis cepat herd immunity
Vaksin Corona Gratis Bisa Percepat Herd Immunity  https://t.co/UXnuVkH4TS,1,vaksin corona gratis cepat herd immunity
"@SMEGG0L @RenataDiyanra @annozaen @Perilotus @Silmer_324 @Apriyan48416106 @Andilagisinau @Budisan49625819 @Bakoto7 @Bakoto71 @ItohImaz @UlamaManan @gakpunyamau @maita_omerta @kerincianggur3 Terima Kasih, sobat semuanya, Salam Sehat.  Mudah2an dgn adanya vaksin covid-19 Ini,cepat atau lambat Pandemi corona,bisa dihapus dr peredaran atau hilang bak ditelan bumi. Yg plg penting sekrg ini adalah hati2 dan waspada dgn para Provokator yg tdk bertanggung jawab.",1,terima kasih sobat salam sehat mudah vaksin rokok cepat lambat pandemi corona hapus edar hilang bak tel bumi hati waspada provokator tanggung
"@Mamarafa12 @marlina_idha @WVenerdi Jangan memprovokasi umat Indonesia ah, doakan saja semoga vaksin nya itu baik buat kita semua sehingga Indonesia ini bersih dari corona",1,provokasi umat indonesia doa moga vaksin indonesia bersih corona
"@rmol_id Yg penting vaksin itu bermanfaat bagi org yg disuntik jgn malah celaka spt dinegara lain, dan jgn mudah percaya cina, corona itu sengaja diciptakan utk seleksi manusia, yg tua, yg sakit sakitan mati, itu konsep komunis,jadi vaksin harus aman, berguna, jgn nambah celaka",2,vaksin manfaat orang suntik celaka negara mudah percaya cina corona sengaja cipta seleksi manusia tua sakit sakit mati konsep komunis vaksin aman guna nambah celaka
"Kita bersyukur, pemerintah  telah menyiapkan infrastruktur untuk proses vaksinasi vaksin corona.  #SiapDiVaksin  #SiapDiVaksin  https://t.co/NCkbkXAxLp",1,syukur perintah infrastruktur proses vaksinasi vaksin corona
"Kita bersyukur, pemerintah  telah menyiapkan infrastruktur untuk proses vaksinasi vaksin corona.  #SiapDiVaksin  #SiapDiVaksin  https://t.co/Aj4H8oS2sd",1,syukur perintah infrastruktur proses vaksinasi vaksin corona
"Awal corona, presiden bilang kredit bisa ditunda. Nyatanya malah jadi nambah biaya.  Nah ini baru kemarin presiden bilang vaksin gratis, tapi sekarang...    https://t.co/ZKENUUz5kz",2,corona presiden bilang kredit tunda nambah biaya kemarin presiden bilang vaksin gratis
"Alhamdulillah tingkat kepercayaan masyarakat indonesia terhadap vaksin corona semakin tinggi, mayoritas masyarakat #SiapDiVaksin. Ini kabar baik untuk usaha memutus rantai penyebaran virus corona.  @lawancovid19_id @kemkominfo @KemenBUMN @KemenkesRI  https://t.co/BLtT2w9qj6",1,alhamdulillah tingkat percaya masyarakat indonesia vaksin corona mayoritas masyarakat kabar usaha putus rantai sebar virus corona
"@kumparan Menkes India Positif Corona, Usai Disuntik Vaksin Covid-19  https://t.co/otz1eVXBAM",2,menkes india positif corona suntik vaksin rokok
"Australia Hentikan Tes Vaksin Corona, Ada Reaksi Positif HIV  https://t.co/kOoK2oU4a8",2,australia henti tes vaksin corona reaksi positif hiv
@RestyCayaah judul kemasan : vaksin corona sinovac komposisi : vitamin kan ga ada yg tau juga.,2,judul kemas vaksin corona sinovac komposisi vitamin
"pemberian vaksin tersebut sangat penting karena virus corona tidak mengenal batas usia, tingkat kesehatan, lingkungan tempat tinggal serta kebiasaan hidup. #vaksinasicovid-19  https://t.co/2NHqUQMWKN",1,beri vaksin virus corona kenal batas usia tingkat sehat lingkung tinggal biasa hidup
@fahiraidris Ibu fahira percaya vaksin corona ?? Kami tidak percaya vaksin corona china . Semua berbau bisnis Alkes mencari keuntungan dan membodohkan serta memiskinkan Rakyat. Akibat dan dampak horor corona ekonomi Rakyat hancur bu . Covid itu ciptaan cina jadi kami tdk percaya china.,2,fahira percaya vaksin corona percaya vaksin corona cina bau bisnis alkes cari untung bodoh miskin rakyat akibat dampak horor corona ekonomi rakyat hancur bu rokok cipta cina percaya cina
@fahiraidris Jadi Rakyat tidak percaya lg . Hukum tidak jelas penuh sinetrinisasi dan filmisasi / sandiwara . 6 laskar FPI pun tidak jelas dan tidak adil mereka di bunuh bagai gembong penjahat perang. Jadi Vaksin china itu palsu dan corona itu sandiwara !! @ArsurMr @MMargani5 @OrangKoslet,2,rakyat percaya hukum penuh sinetrinisasi film sandiwara laskar fpi adil bunuh gembong jahat perang vaksin cina palsu corona sandiwara
@TaurusAdalahAku @ViviTanxx @TopToross @Donihendarto1 @Clarra_Catz @Thinks_1st @siskiu_ @IhsanYustiawan @kariage_soul @kropokpulie @nopieetasabidi @naina_TShah @DKIJakarta Samaaaaaaaaa...yg gak mau2 nanti pas rawat inap pasti dpt tuh.. inget gak mantan menkes sby pernah omong ttg vaksin corona itu sebenernya buat apa? Seremmmm.. tujuannya ke sana sebenernya saya yakin.. saya lbh percaya omongan menteri sblm rezim2014 🤭,2,pas rawat inap mantan menkes sby omong vaksin corona sebenernya seram tuju sebenernya percaya omong menteri rezim
"Kamboja Ingin Hindari Vaksin China Sinovac  Perdana Menteri Kamboja Hun Sen mengatakan negaranya tidak akan menerima vaksin corona yang tidak disertifikasi oleh WHO  ""Kamboja bukan tempat sampah dan bukan tempat untuk uji coba vaksin,"" ujarnya.  😷😷😷   https://t.co/rY6RsIqQuD",2,kamboja hindar vaksin cina sinovac perdana menteri kamboja hun sen negara terima vaksin corona sertifikasi who kamboja sampah uji coba vaksin
Apakah kita harus khawatir?  Efikasi vaksin corona Sinovac dari Cina diragukan karena Cina tidak memberikan informasi yg transparan ttg uji coba vaksin Covid19. #vaksincina    https://t.co/tx4pnTJnvA,2,khawatir efikasi vaksin corona sinovac cina ragu cina informasi transparan uji coba vaksin rokok
@DrSLSimonSpKK Sengaja/tidak ada upaya menakut-nakuti publik dengan wabah WuhanFLU/Corona ini. Targetnya pemaksaan program vaksinasi massal. Ada persoalan bisnis dan tujuan lain di balik vaksin paksa ini. Dan bantahan nya hanya: Itu konspirasi.  Ngehe emang.,2,sengaja upaya takut nakuti publik wabah wuhanflu corona target paksa program vaksinasi massal bisnis tuju vaksin paksa bantah konspirasi sial
@detikcom @detikinet Sebenarnya memang dia dkk nya yg menciptakan pandemi ini supaya produk nya laku keras. Coba inget lagi waktu awal2 corona dia aja udh ada vaksin nya dan dia sama sekali ga pake masker....,2,kawan kawan cipta pandemi produk laku keras coba corona vaksin pake masker
"Gila ya, jangankan vaksin corona, segelas air pun bisa dihargai 10 juta atau 100juta akan tetap laris manis, karena manusia yg terancam kehilangan nyawanya akibat kehausan. Tp tahu tidak, melihat sisi bisnis dari hal semacam itu adalah perbuatan paling jahat selama manusia hidup.",2,gila vaksin corona gelas air harga juta juta laris manis manusia ancam hilang nyawa akibat haus sisi bisnis buat jahat manusia hidup
"apa yg ada di benakmu saat tau vaksin Corona tiba di Indonesia? beberapa pihak curiga kalo vaksin ini bisa saja dijadikan lahan bisnis oknum2 yg gak bertanggungjawab.. kemudian, pernyataan pak @jokowi bahwa #vaksingratisuntukrakyat menepis semua itu..  #gotongroyonglawancorona",2,benak vaksin corona indonesia curiga vaksin jadi lahan bisnis oknum bertanggungjawab nyata menep
@JamalBoegis bahaya.. dgn iming2 gratis .. warga mau di kasih vaksin.. belum terbukti pula tu mampu mencegah corona.. produsen produk yg di pakai ama wakanda malah gak mau pakai hasil produksi sendiri.. #LoL..,2,bahaya iming gratis warga kasih vaksin bukti cegah corona produsen produk pakai wakanda pakai hasil produksi
"@ericallegro @jokowi Klo tanpa vaksin yg mati nambah terus,yg kena corona pun sama🤦🏻‍♂️",1,vaksin mati nambah kena corona
"@Ronnie_Rusli Saya aja trauma prof soal vaksin..  Pertama corona datang, saya coba vaksin flu Eeh baru 2 minggu sampai sekarang gatal gatal pada kaki. terus padahal ga ada history alergi ikan laut atau telur.",2,trauma prof vaksin corona coba vaksin flu eeh minggu gatal gatal kaki history alergi ikan laut telur
"@CNNIndonesia Covid adalah permainan setan, Bancakan anggaran, tambah utang2, bisnis vaksin padahal SARS, MERS, HIV belum ditemukan vaksinnya. Selama 14 abad lebih, setiap detik Kabah dithowafi, tempat ibadah buka, Corona Vaksin ID menutupinya!  https://t.co/hziZ0REKRS",2,rokok main setan bancak anggar utang bisnis vaksin sars mers hiv temu vaksin abad detik kabah dithowafi ibadah buka corona vaksin id tutup
"PM Kamboja Hun Sen mengatakan negaranya tdk akan menerima vaksin corona China Sinovac yg tdk disertifikasi oleh WHO.  ""Kamboja bukan tempat sampah dan bukan tempat untuk uji coba vaksin,"" ujarnya.  Sementara ⁦@jokowi sdh⁩ beli 1,2 dosis utk Indonesia  https://t.co/7aH7u0rYvY",2,pm kamboja hun sen negara terima vaksin corona cina sinovac sertifikasi who kamboja sampah uji coba vaksin beli dosis indonesia
@Lima8Satu @LILApama2011 @jisatu01 @jitoe02 @vianicantiq @Chishe_wd23 @tjhinfar21 @kianinara1 Follow @Lima8Satu Aku Siap di Vaksin #MutualMilenial Protokol Kesehatan dan Vaksin Corona Kabur,1,follow vaksin protokol sehat vaksin corona kabur
